,x,y,w,h,protein,protein_type,TE,avg_gray,25_gray,50_gray,75_gray
1,982,63,75,57,0.7,clIscA1(LB +FAC),18,185.19096209912536,182.0,185.0,188.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),18,199.77227722772278,195.0,199.0,204.0
2,573,183,76,59,5.27,clIscA1(LB +FAC),18,202.12025012025012,197.0,202.0,206.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),18,199.10081466395113,192.0,199.0,206.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),18,195.04914004914005,187.0,195.0,201.0
2,994,180,74,54,0.68,clIscA1(LB +FAC),18,192.09424379232505,187.0,192.0,197.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),18,194.47487550928022,187.0,196.0,198.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),18,198.16573556797022,191.0,198.0,205.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),18,201.04601518026564,197.0,201.0,205.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),18,192.00890346766636,184.0,191.0,197.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),18,195.98576902025178,190.0,196.0,201.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),18,197.5038535645472,191.0,198.0,202.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),18,204.35,195.0,206.0,211.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),18,198.77330508474577,192.0,198.0,205.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),18,197.67465753424656,191.0,198.0,203.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),18,198.8260179799048,191.0,198.0,205.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),18,196.74045801526717,191.0,197.0,200.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),18,206.27446918694977,199.0,206.0,211.0
5,725,524,75,57,0.35,clIscA1(LB +FAC),18,200.98945253641386,195.0,200.0,206.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),18,193.784645098986,186.0,193.0,200.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),18,193.18965517241378,186.0,193.0,198.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),18,201.4652908067542,194.0,201.0,206.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),18,206.866802236909,200.0,206.0,213.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),18,206.41586280814576,199.0,206.0,210.0
6,873,633,75,56,11.3,clIscA1(LB +FAC),18,210.6072854291417,205.0,211.0,215.0
6,1000,632,72,51,9.1,clIscA1(LB +FAC),18,196.0941652224148,190.0,197.0,201.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),18,211.4200557103064,206.0,212.0,215.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),18,215.32101910828027,210.0,215.0,220.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),18,222.3256464011181,219.0,222.0,226.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),18,214.08269344359127,208.0,213.0,219.0
7,989,747,72,50,10.51,clIscA1(LB +FAC),18,199.44172494172494,194.0,198.0,205.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),180,181.53272727272727,176.0,182.0,185.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),180,179.32940573770492,174.0,180.0,182.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),180,174.83965793693213,172.0,174.0,178.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),180,183.83811475409837,180.0,183.0,188.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),180,192.50251509054326,189.0,192.0,196.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),180,194.3673196794301,190.0,194.0,198.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),180,189.8157524613221,183.0,191.0,193.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),180,192.68071593533486,185.0,193.0,201.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),180,189.09599614085866,180.0,191.0,196.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),180,203.514256091239,197.0,203.0,209.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),180,189.21928604543348,182.0,191.0,193.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),180,193.9354055366683,183.0,193.0,200.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),180,188.16572890025574,182.0,189.0,192.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),180,184.6757142857143,175.0,183.0,192.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),180,197.78514163548905,191.0,199.0,202.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),180,191.4749391727494,184.0,192.0,197.0
4,580,409,78,58,4.11,clIscA1(LB +FAC),180,195.2328511432571,185.0,195.0,201.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),180,193.58238928939238,187.0,193.0,200.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),180,190.9320142059868,182.0,192.0,197.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),180,190.42934196332254,182.0,191.0,196.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),180,191.70969289827255,186.0,192.0,196.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),180,200.588954056696,193.0,201.0,205.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),180,195.2471620227038,188.0,195.0,201.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),180,186.96555167249127,177.0,187.0,194.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),180,188.35113065326632,181.0,190.0,193.0
6,440,635,79,57,0.0001,clIscA1(LB +FAC),180,195.95887245841035,189.0,196.0,201.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),180,201.22816593886463,194.0,201.0,208.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),180,201.20943494038363,194.0,201.0,206.0
6,874,634,73,55,11.3,clIscA1(LB +FAC),180,188.9994824016563,181.0,191.0,194.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),180,180.62252042007,173.0,181.0,185.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),180,206.7354064375341,200.0,208.0,210.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),180,210.416500332668,204.0,210.0,218.0
7,720,747,67,49,5.95,clIscA1(LB +FAC),180,211.1157495256167,207.0,210.0,215.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),180,194.53760789149197,188.0,193.0,201.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),180,182.4184971098266,177.0,182.0,187.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),189,179.51691542288557,175.0,181.0,182.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),189,175.7679907887162,172.0,176.0,180.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),189,172.1628427532177,167.0,173.0,174.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),189,177.4551319648094,173.0,178.0,181.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),189,188.95719636169073,184.0,190.0,192.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),189,191.61881408827463,187.0,192.0,194.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),189,187.07932910244787,181.0,187.0,192.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),189,190.29162561576354,182.0,191.0,196.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),189,184.6511744127936,175.0,183.0,192.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),189,201.79866461222394,195.0,201.0,207.0
3,432,300,78,60,0.39,clIscA1(LB +FAC),189,184.7454667562122,180.0,188.0,192.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),189,191.36249371543488,182.0,192.0,198.0
3,726,292,75,58,9.07,clIscA1(LB +FAC),189,183.54281703322414,181.0,183.0,187.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),189,180.35043920480814,173.0,181.0,186.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),189,194.27323628219486,187.0,193.0,201.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),189,189.0744075829384,182.0,191.0,193.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),189,191.85643808584115,182.0,192.0,198.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),189,189.84,182.0,191.0,194.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),189,187.8618199325951,181.0,188.0,194.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),189,186.04380746349378,177.0,186.0,192.0
5,430,521,78,58,0.19,clIscA1(LB +FAC),189,189.5363511659808,183.0,191.0,193.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),189,196.00859188544152,191.0,195.0,201.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),189,190.67169431875314,183.0,192.0,197.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),189,183.89326119035908,175.0,182.0,192.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),189,183.6760299625468,177.0,183.0,190.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),189,192.6182350073135,185.0,192.0,199.0
6,576,638,73,56,1.9,clIscA1(LB +FAC),189,198.20261780104713,192.0,198.0,202.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),189,196.8876461616675,191.0,196.0,201.0
6,874,634,74,55,11.3,clIscA1(LB +FAC),189,185.46809623430963,180.0,184.0,192.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),189,175.67906976744186,169.0,175.0,181.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),189,202.632618510158,198.0,201.0,208.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),189,206.84405339805826,201.0,207.0,211.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),189,207.22635561160152,201.0,208.0,210.0
7,867,749,69,51,10.96,clIscA1(LB +FAC),189,192.25547445255475,184.0,192.0,198.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),189,178.5784726398076,172.0,178.0,183.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),198,183.42882991556093,179.0,184.0,189.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),198,179.83324367939753,176.0,180.0,182.0
1,717,70,68,57,0.7,clIscA1(LB +FAC),198,174.6559812353401,170.0,176.0,180.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),198,183.92922859164898,180.0,186.0,189.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),198,195.42497482376638,189.0,196.0,199.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),198,197.29033707865167,192.0,198.0,200.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),198,190.15670955882354,187.0,189.0,193.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),198,193.56422018348624,186.0,194.0,199.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),198,188.39444444444445,180.0,189.0,197.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),198,207.0216587427364,200.0,207.0,211.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),198,190.27551020408163,183.0,190.0,199.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),198,194.62345679012347,188.0,195.0,200.0
3,726,292,75,58,9.07,clIscA1(LB +FAC),198,188.0931326434619,183.0,189.0,190.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),198,184.37059369202225,177.0,184.0,190.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),198,199.5092540661806,192.0,199.0,205.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),198,192.31873350923482,187.0,193.0,199.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),198,195.1309412861137,187.0,197.0,201.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),198,194.244614648157,188.0,194.0,199.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),198,191.44933078393882,183.0,190.0,198.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),198,191.03835764451648,183.0,190.0,198.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),198,192.62109192720484,188.0,192.0,197.0
5,586,522,77,57,2.1,clIscA1(LB +FAC),198,200.81804202972833,195.0,200.0,207.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),198,195.00749250749251,188.0,196.0,200.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),198,188.4297480620155,180.0,189.0,196.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),198,189.16696914700543,182.0,189.0,195.0
6,440,635,79,57,0.0001,clIscA1(LB +FAC),198,196.01235741444867,189.0,197.0,201.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),198,201.76006036217305,194.0,200.0,208.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),198,201.28563535911601,198.0,201.0,207.0
6,874,634,73,55,11.3,clIscA1(LB +FAC),198,189.05549738219895,181.0,189.0,195.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),198,181.18583042973287,174.0,180.0,187.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),198,208.0159165751921,203.0,208.0,212.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),198,212.45258620689654,206.0,212.0,218.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),198,211.4231311706629,207.0,211.0,217.0
7,867,750,68,50,10.96,clIscA1(LB +FAC),198,194.67134502923977,188.0,194.0,200.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),198,182.68119402985076,178.0,181.0,188.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),207,180.32150977717143,176.0,180.0,183.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),207,178.11954765751213,173.0,179.0,180.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),207,172.84892086330936,169.0,172.0,176.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),207,180.35010373443984,178.0,180.0,183.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),207,190.21660117878193,188.0,189.0,193.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),207,191.53126469205455,188.0,192.0,196.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),207,187.22420262664164,182.0,188.0,190.0
2,724,180,73,56,0.12,clIscA1(LB +FAC),207,190.68826135105206,182.0,190.0,198.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),207,185.3992229237494,179.0,186.0,191.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),207,204.310582010582,198.0,205.0,209.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),207,188.07516040329972,180.0,188.0,193.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),207,191.40517670482828,183.0,190.0,199.0
3,726,292,75,58,9.07,clIscA1(LB +FAC),207,183.47839831401475,180.0,184.0,188.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),207,182.31007393715342,173.0,181.0,189.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),207,195.96881720430108,188.0,198.0,200.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),207,190.05215004574566,183.0,190.0,195.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),207,192.53764434180138,182.0,192.0,199.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),207,190.68830525272548,183.0,189.0,197.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),207,189.11413307430792,181.0,189.0,195.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),207,186.8615635179153,179.0,188.0,192.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),207,190.61913523459063,187.0,190.0,195.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),207,197.16714559386972,190.0,198.0,201.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),207,191.86791497975707,184.0,191.0,199.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),207,184.39156035328753,176.0,184.0,191.0
5,1001,523,68,50,2.36,clIscA1(LB +FAC),207,184.72014260249554,179.0,185.0,189.0
6,440,635,79,57,0.0001,clIscA1(LB +FAC),207,194.50733272227313,188.0,195.0,199.0
6,575,638,74,56,1.9,clIscA1(LB +FAC),207,199.1472491909385,192.0,199.0,206.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),207,197.83736153071501,190.0,199.0,202.0
6,874,634,73,55,11.3,clIscA1(LB +FAC),207,184.39244332493703,178.0,184.0,189.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),207,176.20498301245752,169.0,177.0,181.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),207,204.45286103542233,198.0,205.0,208.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),207,209.03357753357753,202.0,208.0,215.0
7,720,747,67,49,5.95,clIscA1(LB +FAC),207,207.39735516372795,203.0,208.0,210.0
7,867,750,68,50,10.96,clIscA1(LB +FAC),207,190.14027149321268,185.0,189.0,197.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),207,179.03154761904761,172.0,179.0,183.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),216,184.95,179.0,186.0,187.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),216,181.33563829787235,176.0,181.0,186.0
1,717,70,68,57,0.7,clIscA1(LB +FAC),216,177.12746666666666,172.0,177.0,180.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),216,186.07238883143742,181.0,187.0,188.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),216,196.65915915915915,194.0,196.0,199.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),216,197.2162037037037,194.0,197.0,201.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),216,189.89691763516927,186.0,190.0,195.0
2,723,181,74,55,0.12,clIscA1(LB +FAC),216,194.86835568802783,187.0,195.0,199.0
2,860,182,74,58,1.56,clIscA1(LB +FAC),216,190.37823585810162,181.0,190.0,196.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),216,210.28322216521292,205.0,209.0,216.0
3,432,300,78,60,0.39,clIscA1(LB +FAC),216,192.07774674115456,185.0,195.0,196.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),216,195.5234708392603,187.0,196.0,201.0
3,726,292,75,58,9.07,clIscA1(LB +FAC),216,187.89500941619585,185.0,187.0,192.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),216,185.4664363277394,177.0,186.0,191.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),216,201.75309973045822,195.0,203.0,206.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),216,194.4981149858624,187.0,195.0,198.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),216,195.9949817518248,187.0,196.0,203.0
4,716,409,75,56,0.42,clIscA1(LB +FAC),216,195.09024031387935,187.0,195.0,201.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),216,193.38245112064854,186.0,194.0,198.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),216,192.48441627047015,185.0,194.0,198.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),216,193.67242990654205,188.0,195.0,197.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),216,201.33942307692308,195.0,201.0,206.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),216,196.5512493625701,188.0,196.0,202.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),216,189.03028773346796,180.0,188.0,196.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),216,189.83763373190686,182.0,189.0,196.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),216,196.6941910705713,189.0,196.0,203.0
6,576,638,74,56,1.9,clIscA1(LB +FAC),216,202.92021563342317,196.0,203.0,208.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),216,202.83447911158117,196.0,204.0,207.0
6,874,634,73,55,11.3,clIscA1(LB +FAC),216,189.09979838709677,183.0,188.0,195.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),216,180.74139908256882,174.0,179.0,187.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),216,208.423860911271,205.0,208.0,215.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),216,213.85996180776576,206.0,215.0,218.0
7,720,747,67,49,5.95,clIscA1(LB +FAC),216,212.23097112860893,206.0,213.0,216.0
7,867,750,68,50,10.96,clIscA1(LB +FAC),216,195.14935064935065,188.0,195.0,201.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),216,182.60023446658852,176.0,183.0,187.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),225,174.34191780821916,169.0,175.0,180.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),225,171.2466913710958,169.0,170.0,175.0
1,717,71,69,56,0.7,clIscA1(LB +FAC),225,168.63063552417165,164.0,170.0,170.0
1,853,59,72,56,2.35,clIscA1(LB +FAC),225,175.1602034329307,170.0,177.0,180.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),225,187.93465045592706,183.0,189.0,190.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),225,185.88413215449046,181.0,186.0,189.0
2,573,184,75,58,5.27,clIscA1(LB +FAC),225,181.03020594965676,178.0,180.0,184.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),225,186.34592737978411,179.0,187.0,191.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),225,180.00217627856367,172.0,180.0,188.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),225,200.07759958613553,194.0,199.0,205.0
3,432,301,78,59,0.39,clIscA1(LB +FAC),225,181.53107049608354,174.0,182.0,189.0
3,576,291,77,56,0.18,clIscA1(LB +FAC),225,185.89070775156475,179.0,187.0,190.0
3,726,292,76,58,9.07,clIscA1(LB +FAC),225,179.68147448015122,174.0,180.0,182.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),225,176.70384432842906,169.0,178.0,182.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),225,191.33351177730194,184.0,190.0,198.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),225,183.19148936170214,178.0,185.0,189.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),225,186.37621471540953,178.0,187.0,192.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),225,185.13433559650824,179.0,185.0,189.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),225,183.8180029513035,176.0,184.0,189.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),225,180.88063660477454,173.0,180.0,187.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),225,185.23469879518072,180.0,186.0,189.0
5,586,522,76,57,2.1,clIscA1(LB +FAC),225,191.1048261546445,185.0,190.0,198.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),225,186.58555885262118,179.0,188.0,191.0
5,869,523,76,56,11.25,clIscA1(LB +FAC),225,178.9025,170.0,180.0,186.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),225,179.2624544349939,173.0,180.0,183.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),225,188.47517730496455,180.0,189.0,194.0
6,575,638,75,56,1.9,clIscA1(LB +FAC),225,194.54979879275655,188.0,193.0,200.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),225,192.63914373088684,187.0,192.0,198.0
6,874,634,73,55,11.3,clIscA1(LB +FAC),225,177.32456140350877,170.0,179.0,182.0
6,1001,632,70,51,9.1,clIscA1(LB +FAC),225,169.5140350877193,163.0,170.0,175.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),225,199.09282245008094,193.0,199.0,203.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),225,203.4111111111111,198.0,203.0,208.0
7,720,747,67,49,5.95,clIscA1(LB +FAC),225,200.84953395472704,197.0,200.0,205.0
7,867,750,68,50,10.96,clIscA1(LB +FAC),225,183.11574362165527,178.0,182.0,189.0
7,989,747,71,49,10.51,clIscA1(LB +FAC),225,171.2608962553714,166.0,170.0,178.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),27,188.66438042981252,183.0,189.0,192.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),27,181.9577540106952,179.0,182.0,184.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),27,178.01312154696132,175.0,179.0,182.0
1,853,59,72,57,2.35,clIscA1(LB +FAC),27,188.84719334719335,184.0,190.0,191.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),27,184.0640895218718,181.0,183.0,188.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),27,198.45244444444444,195.0,198.0,201.0
2,573,183,75,59,5.27,clIscA1(LB +FAC),27,199.52289281997918,196.0,200.0,203.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),27,198.6685082872928,191.0,198.0,204.0
2,860,182,75,58,1.56,clIscA1(LB +FAC),27,194.1746332229058,185.0,195.0,200.0
2,994,180,75,54,0.68,clIscA1(LB +FAC),27,192.86029411764707,189.0,192.0,197.0
3,431,301,79,59,0.39,clIscA1(LB +FAC),27,193.04876957494406,186.0,194.0,197.0
3,576,291,77,57,0.18,clIscA1(LB +FAC),27,197.59188544152744,190.0,197.0,203.0
3,725,292,77,58,9.07,clIscA1(LB +FAC),27,198.7859564164649,196.0,198.0,202.0
3,870,298,76,57,1.9,clIscA1(LB +FAC),27,191.92552670259676,183.0,191.0,197.0
3,998,294,74,53,2.51,clIscA1(LB +FAC),27,196.31315789473683,190.0,197.0,201.0
4,435,411,79,58,0.32,clIscA1(LB +FAC),27,195.11358258400378,189.0,196.0,199.0
4,580,409,77,58,4.11,clIscA1(LB +FAC),27,202.57177974434612,195.0,204.0,209.0
4,716,409,75,57,0.42,clIscA1(LB +FAC),27,197.66277890466532,191.0,197.0,203.0
4,872,406,76,56,1.06,clIscA1(LB +FAC),27,196.47897535041082,190.0,197.0,201.0
4,1000,410,72,54,4.28,clIscA1(LB +FAC),27,198.54175475687103,191.0,197.0,204.0
5,429,521,79,58,0.19,clIscA1(LB +FAC),27,194.94731934731934,190.0,195.0,198.0
5,586,522,77,57,2.1,clIscA1(LB +FAC),27,205.05625,200.0,204.0,209.0
5,725,524,75,56,0.35,clIscA1(LB +FAC),27,199.6982492276004,195.0,199.0,204.0
5,869,523,76,57,11.25,clIscA1(LB +FAC),27,193.7453634085213,186.0,194.0,199.0
5,1001,523,69,50,2.36,clIscA1(LB +FAC),27,193.62620192307693,187.0,194.0,198.0
6,441,635,78,57,0.0001,clIscA1(LB +FAC),27,198.35522664199814,192.0,198.0,203.0
6,575,638,75,56,1.9,clIscA1(LB +FAC),27,205.7453971593898,199.0,205.0,211.0
6,721,636,74,56,0.4,clIscA1(LB +FAC),27,204.4744211093161,199.0,204.0,208.0
6,873,633,75,56,11.3,clIscA1(LB +FAC),27,207.76344621513945,201.0,208.0,212.0
6,1000,632,72,51,9.1,clIscA1(LB +FAC),27,196.4923339011925,191.0,197.0,201.0
7,442,749,73,52,0.0002,clIscA1(LB +FAC),27,206.94248507867607,203.0,206.0,211.0
7,585,750,67,50,1.5,clIscA1(LB +FAC),27,212.73572803078898,206.0,212.0,219.0
7,720,747,67,50,5.95,clIscA1(LB +FAC),27,220.5131086142322,216.0,220.0,224.0
7,867,749,69,52,10.96,clIscA1(LB +FAC),27,211.8650234741784,206.0,211.0,218.0
7,989,747,72,50,10.51,clIscA1(LB +FAC),27,199.96891191709844,196.0,199.0,204.0
1,444,66,75,60,0.96,clIscA1(LB +FAC),36,182.1278846153846,178.0,183.0,184.0
1,584,67,70,57,0.23,clIscA1(LB +FAC),36,179.0445486518171,176.0,179.0,182.0
1,717,70,69,57,0.7,clIscA1(LB +FAC),36,177.23745819397993,174.0,177.0,179.0
1,853,59,72,57,2.35,clIscA1(LB +FAC),36,184.0418580908627,181.0,184.0,186.0
1,982,63,75,57,0.7,clIscA1(LB +FAC),36,181.89057899901866,177.0,182.0,184.0
2,432,178,79,59,0.58,clIscA1(LB +FAC),36,191.51820330969267,188.0,192.0,195.0
2,573,183,76,59,5.27,clIscA1(LB +FAC),36,194.2662721893491,190.0,194.0,198.0
2,723,180,74,56,0.12,clIscA1(LB +FAC),36,194.21984732824427,187.0,194.0,199.0
