,x,y,w,h,protein,TE,avg_gray,25_gray,50_gray,75_gray
3,917,274,68,45,0.13,54,191.1847898599066,187.0,191.0,195.0
4,369,384,81,52,0.07,54,194.77069133398248,187.0,195.0,200.0
4,504,380,75,48,0.13,54,193.48613569321535,187.0,193.0,199.0
4,648,380,72,47,0.12,54,196.94805970149253,188.0,196.0,204.0
4,788,375,71,47,0.13,54,196.85647530040055,190.0,197.0,203.0
4,926,378,69,47,0.12,54,188.68427672955974,184.0,188.0,192.0
5,375,486,78,49,0.07,54,189.70568373663477,180.0,191.0,196.0
5,504,483,76,49,0.12,54,194.8969696969697,187.0,194.0,200.0
5,649,473,74,49,0.11,54,200.46399055489965,194.0,200.0,206.0
5,793,470,72,47,0.12,54,194.74382716049382,189.0,194.0,199.0
5,935,472,70,46,0.11,54,186.06054811982153,181.0,186.0,190.0
6,372,576,80,50,0.06,54,190.22013562858632,183.0,191.0,194.0
6,508,578,75,50,0.11,54,194.5963045912654,186.0,194.0,200.0
6,648,571,72,47,0.1,54,197.66747133373568,189.0,198.0,204.0
6,784,573,70,48,0.11,54,196.884076433121,191.0,197.0,203.0
6,932,570,70,45,0.1,54,188.1879150066401,183.0,188.0,191.0
7,385,674,78,51,0.07,54,189.43243243243242,184.0,190.0,194.0
7,529,669,73,48,0.1,54,202.91525423728814,192.0,203.0,210.0
7,652,663,68,46,0.1,54,212.4693189480782,205.0,212.0,218.0
7,787,666,68,45,0.1,54,208.57194504699928,203.0,208.0,212.0
7,931,669,67,44,0.1,54,197.07924263674613,191.0,197.0,202.0
8,411,767,78,49,0.06,54,198.45479452054795,191.0,199.0,203.0
8,546,760,65,42,0.09,54,206.78384615384616,199.0,206.0,214.0
8,681,756,59,40,0.09,54,200.74908088235293,191.0,200.0,208.0
8,786,755,58,39,0.09,54,199.7062675397568,192.0,199.0,206.0
8,910,761,62,39,0.09,54,195.99824715162137,188.0,195.0,201.0
1,380,91,75,50,0.09,63,182.51923076923077,177.0,183.0,186.0
1,506,89,68,47,0.17,63,182.02467532467531,178.0,182.0,185.0
1,649,86,62,43,0.15,63,171.88377535101404,167.0,173.0,175.0
1,786,84,60,43,0.17,63,172.78664620107443,168.0,173.0,176.0
1,904,87,63,45,0.15,63,170.7729648991785,166.0,172.0,173.0
1,1033,83,62,42,0.0,63,172.21028037383178,168.0,173.0,175.0
2,365,188,76,48,0.07,63,189.79033164699268,185.0,190.0,193.0
2,509,187,73,49,0.15,63,197.61614979520186,190.0,198.0,203.0
2,636,186,69,47,0.13,63,189.87303664921467,185.0,189.0,193.0
2,787,180,67,46,0.15,63,194.8612217795485,191.0,194.0,199.0
2,929,176,67,45,0.13,63,184.69127040454222,177.0,184.0,192.0
2,1045,181,65,41,0.0,63,181.05315870570107,176.0,181.0,185.0
3,369,288,77,49,0.08,63,193.57922228670924,187.0,194.0,198.0
3,503,286,75,48,0.14,63,199.50145264381175,192.0,199.0,205.0
3,644,292,72,50,0.13,63,188.25796752856283,181.0,187.0,194.0
3,785,278,69,47,0.14,63,199.649384316267,192.0,199.0,206.0
3,917,274,68,45,0.13,63,189.9390828199863,186.0,190.0,194.0
4,369,384,81,52,0.07,63,195.30437044745057,188.0,196.0,200.0
4,505,380,74,48,0.13,63,193.14457831325302,186.0,193.0,198.0
4,648,380,72,47,0.12,63,198.70666666666668,192.0,199.0,205.0
4,788,375,71,47,0.13,63,198.39177215189872,191.0,198.0,204.0
4,926,378,69,47,0.12,63,188.05531112507856,184.0,187.0,192.0
5,375,486,78,49,0.07,63,189.612846199175,180.0,192.0,196.0
5,504,483,76,49,0.12,63,196.1227665706052,191.0,197.0,201.0
5,649,473,74,49,0.11,63,201.79499404052444,196.0,202.0,206.0
5,794,470,71,47,0.12,63,196.22648514851485,191.0,196.0,201.0
5,935,472,70,46,0.11,63,185.63484945547725,180.0,185.0,191.0
6,372,576,80,50,0.06,63,189.71798941798943,184.0,190.0,194.0
6,508,578,75,50,0.11,63,195.75527666856817,188.0,196.0,201.0
6,648,571,72,48,0.1,63,197.90223295111647,190.0,198.0,204.0
6,784,573,70,48,0.11,63,197.65808823529412,191.0,197.0,203.0
6,932,570,70,45,0.1,63,188.67802056555269,184.0,188.0,192.0
7,385,674,78,51,0.07,63,188.0077519379845,183.0,188.0,192.0
7,530,669,72,48,0.1,63,203.06346272335182,194.0,203.0,210.0
7,652,663,68,46,0.1,63,213.2237215909091,206.0,213.0,219.0
7,787,666,68,44,0.1,63,208.14185883997206,202.0,208.0,213.0
7,931,669,67,44,0.1,63,199.4242857142857,193.0,199.0,204.0
8,411,767,78,49,0.06,63,197.39788536449637,192.0,198.0,201.0
8,546,760,65,42,0.09,63,206.80510440835266,198.0,206.0,214.0
8,681,757,59,39,0.09,63,201.6060606060606,193.0,201.0,208.0
8,787,755,57,39,0.09,63,200.30418604651163,193.0,199.0,207.0
8,910,761,62,39,0.09,63,198.7538860103627,193.0,198.0,204.0
1,380,91,75,50,0.09,72,179.23284457478005,174.0,180.0,184.0
1,506,89,68,47,0.17,72,182.2695984703633,178.0,182.0,185.0
1,649,86,62,44,0.15,72,173.96814814814815,169.0,174.0,177.0
1,786,84,60,44,0.17,72,170.49418604651163,166.0,171.0,174.0
1,904,87,63,45,0.15,72,171.59253840526702,167.0,172.0,174.0
1,1033,83,62,42,0.0,72,172.93684210526317,169.0,173.0,176.0
2,365,188,76,48,0.07,72,187.2606451612903,183.0,188.0,191.0
2,509,187,72,49,0.15,72,196.06174334140437,189.0,197.0,202.0
2,636,186,69,47,0.13,72,192.72387096774193,187.0,192.0,197.0
2,787,180,67,46,0.15,72,193.87465940054497,189.0,193.0,198.0
2,929,176,67,45,0.13,72,182.36026200873363,175.0,182.0,190.0
2,1045,181,66,41,0.0,72,182.6810408921933,174.0,184.0,188.0
3,369,288,77,49,0.08,72,191.51339285714286,184.0,193.0,197.0
3,503,286,75,49,0.14,72,200.10464432686655,192.0,200.0,206.0
3,644,292,72,50,0.13,72,187.6901057871811,180.0,187.0,194.0
3,785,278,69,47,0.14,72,198.16981132075472,191.0,198.0,204.0
3,917,274,68,46,0.13,72,190.72313167259787,186.0,192.0,195.0
4,369,384,81,52,0.07,72,194.14548238897396,186.0,194.0,200.0
4,505,380,74,48,0.13,72,192.3729792147806,185.0,192.0,198.0
4,648,380,72,47,0.12,72,198.51076923076923,190.0,198.0,205.0
4,788,375,71,47,0.13,72,197.7220812182741,190.0,197.0,203.0
4,926,378,69,47,0.12,72,187.77815239379635,183.0,188.0,192.0
5,375,486,78,49,0.07,72,189.6994601079784,180.0,192.0,197.0
5,504,483,76,49,0.12,72,195.47765525246663,188.0,196.0,201.0
5,649,473,74,49,0.11,72,201.3562753036437,196.0,202.0,205.0
5,794,470,71,46,0.12,72,194.32795351839897,188.0,195.0,199.0
5,935,472,70,46,0.11,72,184.7125557680051,179.0,185.0,189.0
6,372,576,80,50,0.06,72,190.58700322234156,183.0,192.0,195.0
6,508,577,75,51,0.11,72,195.07605633802817,187.0,195.0,202.0
6,648,571,72,47,0.1,72,197.71842267406038,190.0,198.0,204.0
6,784,573,70,48,0.11,72,196.67897371714642,190.0,197.0,202.0
6,932,570,70,45,0.1,72,186.91210191082803,182.0,186.0,191.0
7,385,674,78,51,0.07,72,189.73692722371968,183.0,191.0,194.0
7,529,669,73,48,0.1,72,203.4482551143201,193.0,203.0,211.0
7,652,663,68,46,0.1,72,213.6718963165075,205.0,213.0,219.0
7,786,666,69,44,0.1,72,208.2624403544649,202.0,208.0,213.0
7,931,669,67,44,0.1,72,197.70300489168415,192.0,198.0,202.0
8,411,767,78,49,0.06,72,198.16361339229312,191.0,199.0,204.0
8,546,760,65,42,0.09,72,205.69945355191257,198.0,204.0,214.0
8,681,756,59,39,0.09,72,198.70659238625814,189.0,199.0,206.0
8,786,755,58,39,0.09,72,199.6439888164026,192.0,199.0,206.0
8,910,761,62,39,0.09,72,195.19280205655528,189.0,195.0,200.0
1,380,91,75,50,0.09,81,182.28206551915602,176.0,183.0,186.0
1,506,89,68,48,0.17,81,184.12164948453608,180.0,184.0,188.0
1,649,86,62,43,0.15,81,171.23001508295627,168.0,171.0,174.0
1,786,84,60,44,0.17,81,174.93422083007047,170.0,175.0,178.0
1,904,87,63,45,0.15,81,171.11728865194212,167.0,171.0,175.0
1,1033,83,62,42,0.0,81,171.88288288288288,169.0,172.0,175.0
2,366,188,75,48,0.07,81,189.23128119800333,184.0,189.0,193.0
2,509,188,73,48,0.15,81,198.90988372093022,191.0,199.0,205.0
2,636,186,69,47,0.13,81,189.85667752442995,186.0,190.0,193.0
2,787,180,67,46,0.15,81,196.64819759679574,191.0,197.0,200.0
2,929,176,67,45,0.13,81,184.22720797720797,177.0,184.0,191.0
2,1045,181,65,41,0.0,81,181.70700152207002,175.0,183.0,186.0
3,369,288,77,49,0.08,81,193.47516930022573,186.0,194.0,198.0
3,504,286,74,49,0.14,81,200.63608748481167,193.0,201.0,207.0
3,644,292,72,50,0.13,81,188.196996996997,181.0,189.0,194.0
3,785,278,69,47,0.14,81,201.19846841097637,193.0,201.0,208.0
3,917,274,68,45,0.13,81,190.7396978021978,186.0,191.0,194.0
4,369,384,81,52,0.07,81,195.26814814814816,188.0,196.0,201.0
4,505,380,74,48,0.13,81,191.95443925233644,185.0,191.0,197.0
4,648,380,72,47,0.12,81,199.03075030750307,190.0,198.0,205.0
4,788,375,71,47,0.13,81,199.832131147541,192.0,200.0,207.0
4,926,378,69,47,0.12,81,189.46025641025642,184.0,190.0,194.0
5,375,486,78,49,0.07,81,189.87082262210797,182.0,192.0,197.0
5,504,483,76,49,0.12,81,196.02459016393442,190.0,196.0,202.0
5,649,473,74,49,0.11,81,201.48708708708708,196.0,202.0,205.0
5,794,470,71,47,0.12,81,196.96851851851852,190.0,197.0,202.0
5,935,472,70,46,0.11,81,186.6955966815571,181.0,186.0,191.0
6,372,576,80,50,0.06,81,189.9206106870229,184.0,190.0,195.0
6,508,577,75,51,0.11,81,196.30580357142858,189.0,197.0,202.0
6,648,571,72,48,0.1,81,198.02319902319903,190.0,198.0,204.0
6,784,573,70,48,0.11,81,198.24859462835727,191.0,198.0,203.0
6,932,570,70,45,0.1,81,188.9666024405909,184.0,189.0,193.0
7,385,674,78,51,0.07,81,188.59573333333333,183.0,189.0,192.0
7,530,669,72,48,0.1,81,204.65758513931888,196.0,205.0,212.0
7,652,663,68,46,0.1,81,214.5810135617416,207.0,215.0,221.0
7,787,666,68,45,0.1,81,208.51894210150107,203.0,209.0,214.0
7,931,668,67,45,0.1,81,201.32638389647735,196.0,201.0,206.0
8,411,767,78,49,0.06,81,199.0362277170788,192.0,200.0,204.0
8,546,760,65,42,0.09,81,210.44669260700388,203.0,210.0,217.0
8,681,757,59,38,0.09,81,201.31901279707495,192.0,202.0,208.0
8,786,755,58,39,0.09,81,201.36964618249533,193.0,200.0,209.0
8,910,761,62,39,0.09,81,197.24188034188035,191.0,197.0,202.0
1,380,91,75,50,0.09,9,186.789088863892,181.0,188.0,191.0
1,506,89,68,47,0.17,9,184.1147766323024,180.0,184.0,188.0
1,649,86,62,43,0.15,9,171.0945537065053,166.0,171.0,174.0
1,786,84,60,44,0.17,9,172.48275862068965,168.0,173.0,176.0
1,904,87,63,45,0.15,9,172.23753894080997,169.0,173.0,175.0
1,1033,83,62,42,0.0,9,177.7382875605816,175.0,178.0,181.0
2,365,188,76,48,0.07,9,195.38323699421966,190.0,195.0,199.0
2,509,188,72,48,0.15,9,199.897586815774,192.0,200.0,205.0
2,636,186,69,47,0.13,9,197.64528795811518,194.0,197.0,201.0
2,787,180,67,46,0.15,9,196.93013698630136,192.0,197.0,201.0
2,929,176,67,45,0.13,9,190.51994401679497,183.0,190.0,197.0
2,1045,181,66,41,0.0,9,187.2814871016692,180.0,188.0,192.0
3,369,288,77,50,0.08,9,197.91123595505618,191.0,199.0,202.0
3,503,286,75,49,0.14,9,201.5913660555884,194.0,201.0,207.0
3,644,292,72,50,0.13,9,192.58196221815965,186.0,193.0,199.0
3,785,278,69,47,0.14,9,201.73012692050767,195.0,201.0,208.0
3,917,274,68,46,0.13,9,194.79669193659547,190.0,195.0,198.0
4,369,384,81,52,0.07,9,201.47678482276586,194.0,201.0,207.0
4,504,380,75,48,0.13,9,203.23179965055328,196.0,203.0,209.0
4,648,380,72,47,0.12,9,202.2303506650544,195.0,202.0,209.0
4,788,375,71,47,0.13,9,200.88126984126984,193.0,201.0,206.0
4,926,378,69,47,0.12,9,192.062381852552,188.0,192.0,195.0
5,375,486,78,49,0.07,9,194.71803103263778,185.0,196.0,200.0
5,504,483,76,49,0.12,9,200.3173618940248,194.0,200.0,206.0
5,649,473,74,49,0.11,9,206.67735965453423,201.0,207.0,211.0
5,793,470,72,47,0.12,9,200.51000645577793,195.0,201.0,205.0
5,935,472,70,46,0.11,9,191.4090032154341,187.0,191.0,195.0
6,372,576,80,50,0.06,9,194.6880589163598,189.0,195.0,199.0
6,508,577,75,51,0.11,9,199.9972191323693,192.0,200.0,206.0
6,648,571,72,48,0.1,9,205.02056074766355,197.0,205.0,212.0
6,784,573,70,48,0.11,9,201.97292191435767,195.0,201.0,207.0
6,932,570,70,45,0.1,9,195.74421678783872,190.0,195.0,199.0
7,385,674,78,51,0.07,9,192.86915887850466,188.0,193.0,197.0
7,529,669,73,48,0.1,9,207.14285714285714,198.0,207.0,214.0
7,652,663,68,46,0.1,9,214.0887656033287,207.0,214.0,220.0
7,787,666,68,44,0.1,9,210.1990223463687,204.0,210.0,215.0
7,931,669,67,44,0.1,9,200.86751233262862,196.0,201.0,205.0
8,411,767,78,49,0.06,9,203.2219730941704,196.0,204.0,208.0
8,546,760,65,42,0.09,9,208.33282674772036,199.0,207.0,217.0
8,681,756,59,39,0.09,9,201.00904977375566,191.0,200.0,209.0
8,787,755,57,39,0.09,9,197.37735849056602,188.0,197.0,205.0
8,910,761,62,39,0.09,9,200.4114088159032,194.0,200.0,206.0
1,380,91,75,50,0.09,90,179.29759299781182,172.0,179.0,184.0
1,506,89,68,48,0.17,90,183.96513879922531,178.0,184.0,188.0
1,649,86,62,43,0.15,90,171.98805460750853,168.0,172.0,176.0
1,786,84,60,44,0.17,90,172.27088212334115,167.0,172.0,176.0
1,904,87,63,45,0.15,90,170.32981927710844,167.0,170.0,174.0
1,1033,83,62,42,0.0,90,170.86906710310964,168.0,171.0,174.0
2,365,188,76,48,0.07,90,187.4806288601909,183.0,188.0,191.0
2,509,187,72,49,0.15,90,197.68270944741533,190.0,198.0,203.0
2,636,186,69,47,0.13,90,191.3,186.0,191.0,196.0
2,787,180,67,46,0.15,90,195.5546218487395,190.0,197.0,200.0
2,929,176,67,45,0.13,90,182.36415770609318,174.0,183.0,189.0
2,1045,181,65,41,0.0,90,181.4259681093394,173.0,182.0,186.0
3,369,288,77,49,0.08,90,191.61860718171926,183.0,192.0,197.0
3,503,286,75,49,0.14,90,201.4122965641953,192.0,202.0,208.0
3,644,292,72,50,0.13,90,187.90898058252426,180.0,187.0,195.0
3,785,278,69,47,0.14,90,199.47619047619048,191.0,199.0,206.0
3,917,274,68,45,0.13,90,190.11717171717171,185.0,190.0,194.0
4,369,384,81,52,0.07,90,193.93942354665364,186.0,194.0,200.0
4,505,380,74,48,0.13,90,191.44753261486105,184.0,191.0,197.0
4,648,380,72,47,0.12,90,198.75137783221066,190.0,198.0,206.0
4,788,375,71,46,0.13,90,198.74291115311908,191.0,199.0,205.0
4,926,378,69,47,0.12,90,188.26252377932784,184.0,189.0,192.0
5,375,486,78,49,0.07,90,189.74652584769316,179.0,191.0,197.0
5,504,483,76,49,0.12,90,195.94478873239436,189.0,196.0,202.0
5,649,473,74,49,0.11,90,201.47186932849365,196.0,202.0,206.0
5,794,470,71,47,0.12,90,195.52903637523931,190.0,196.0,200.0
5,935,472,70,46,0.11,90,184.46728354263053,179.0,184.0,189.0
6,372,576,80,50,0.06,90,189.766391184573,183.0,190.0,195.0
6,508,577,75,51,0.11,90,196.55537006121313,188.0,197.0,203.0
6,648,571,72,47,0.1,90,197.21026592455163,189.0,197.0,204.0
6,784,573,70,48,0.11,90,197.515664160401,190.0,197.0,203.0
6,932,570,70,45,0.1,90,185.99095022624434,181.0,186.0,190.0
7,385,674,78,51,0.07,90,189.61194029850745,183.0,190.0,194.0
7,529,669,73,48,0.1,90,204.6326530612245,194.0,205.0,212.0
7,652,663,68,46,0.1,90,215.50442477876106,207.0,215.0,222.0
7,787,666,68,45,0.1,90,209.11723163841808,203.0,209.0,214.0
7,931,669,67,44,0.1,90,199.12719606465214,192.0,199.0,203.0
8,411,767,78,49,0.06,90,197.32080924855492,190.0,198.0,202.0
8,546,760,65,42,0.09,90,207.67313664596273,199.0,208.0,215.0
8,681,757,59,38,0.09,90,199.99450045829514,192.0,200.0,207.0
8,787,755,57,39,0.09,90,200.0306976744186,192.0,199.0,206.0
8,910,761,62,39,0.09,90,195.32096635030197,189.0,196.0,200.0
1,380,91,75,50,0.09,99,176.77911646586347,171.0,177.0,181.0
1,506,89,68,47,0.17,99,180.3304862023653,176.0,180.0,183.0
1,649,86,62,43,0.15,99,168.15654205607476,164.0,169.0,170.0
1,786,84,60,43,0.17,99,169.6453125,165.0,170.0,172.0
1,904,87,63,45,0.15,99,168.0666144200627,164.0,169.0,171.0
1,1033,83,62,42,0.0,99,167.94532488114103,164.0,168.0,170.0
2,366,188,75,48,0.07,99,185.2462479155086,180.0,185.0,189.0
2,509,187,73,49,0.15,99,194.07641395908544,187.0,194.0,199.0
2,636,186,69,47,0.13,99,184.3661311914324,180.0,184.0,188.0
2,787,180,67,46,0.15,99,191.0320819112628,186.0,190.0,195.0
2,929,176,67,45,0.13,99,179.3866943866944,171.0,178.0,186.0
2,1045,181,65,41,0.0,99,175.45349730976173,169.0,177.0,180.0
3,369,288,77,49,0.08,99,188.55090497737555,182.0,190.0,193.0
3,503,286,75,49,0.14,99,197.00413467217956,189.0,197.0,202.0
3,644,292,72,50,0.13,99,184.07791446983012,177.0,184.0,189.0
3,785,278,69,47,0.14,99,195.92131147540982,188.0,196.0,202.0
3,917,274,68,45,0.13,99,186.1163763066202,182.0,186.0,190.0
4,369,384,81,52,0.07,99,190.58902077151336,184.0,190.0,196.0
4,505,380,74,48,0.13,99,185.24583572659392,178.0,185.0,190.0
4,648,380,72,47,0.12,99,194.6091743119266,186.0,194.0,201.0
4,788,375,71,47,0.13,99,195.01466836734693,187.0,195.0,201.0
4,926,378,69,47,0.12,99,184.9811827956989,180.0,184.0,188.0
5,375,486,78,49,0.07,99,186.80563224737713,176.0,189.0,192.0
5,504,483,76,49,0.12,99,191.14740368509212,184.0,191.0,197.0
5,649,473,74,49,0.11,99,195.91970802919707,190.0,197.0,200.0
5,794,470,71,47,0.12,99,191.27742749054224,185.0,190.0,197.0
5,935,472,70,46,0.11,99,181.6844850065189,177.0,181.0,186.0
6,372,576,80,50,0.06,99,186.0010752688172,179.0,186.0,190.0
6,508,577,75,51,0.11,99,191.68026460859977,184.0,191.0,197.0
6,648,571,72,47,0.1,99,191.6886967263743,184.0,191.0,198.0
6,784,573,70,48,0.11,99,193.12923462986197,187.0,192.0,197.0
6,932,570,70,45,0.1,99,182.59599224305106,178.0,183.0,186.0
7,385,674,78,51,0.07,99,184.38428874734606,179.0,185.0,188.0
7,530,669,72,48,0.1,99,199.6639751552795,190.0,201.0,207.0
7,652,663,68,46,0.1,99,211.58594815825376,203.0,211.0,217.0
7,787,666,68,44,0.1,99,203.97667844522968,198.0,203.0,209.0
7,931,669,67,44,0.1,99,197.3317208016586,191.0,197.0,202.0
8,411,767,78,49,0.06,99,195.0289371174179,189.0,196.0,199.0
8,546,760,65,42,0.09,99,205.80970724191064,197.0,205.0,213.0
8,681,757,59,38,0.09,99,197.14285714285714,189.0,197.0,204.0
8,786,755,58,39,0.09,99,197.89738805970148,190.0,197.0,204.0
8,910,761,62,39,0.09,99,193.2554489973845,186.0,193.0,199.0
