,x,y,w,h,protein,protein_type,TE,avg_gray,25_gray,50_gray,75_gray
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),162,203.96269335759783,196.0,203.0,211.0
4,932,379,60,40,0.1202,clIscA1/clCry4,162,191.03710094909405,185.0,192.0,194.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),162,191.5172910662824,182.0,191.0,199.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),162,199.38955223880598,193.0,199.0,204.0
5,656,472,63,42,0.1101,clIscA1/clCry4,162,202.9257425742574,194.0,203.0,208.0
5,802,470,60,39,0.1202,clIscA1/clCry4(LB +FAC),162,195.7521891418564,191.0,195.0,201.0
5,942,473,59,38,0.1102,clIscA1/clCry4,162,184.34267040149393,181.0,184.0,189.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),162,195.41454802259886,189.0,194.0,202.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),162,199.65436746987953,192.0,200.0,205.0
6,655,572,61,39,0.1001,clIscA1/clCry4,162,191.2530755711775,184.0,192.0,198.0
6,789,574,60,41,0.1102,clIscA1/clCry4(LB +FAC),162,192.5934539190353,188.0,192.0,196.0
6,939,571,59,38,0.1002,clIscA1/clCry4,162,183.34117647058824,178.0,183.0,188.0
7,394,675,67,44,0.0702,clIscA1/clCry4(LB +FAC),162,193.25474452554744,185.0,193.0,199.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),162,202.48685326547923,192.0,202.0,211.0
7,658,664,58,38,0.1003,clIscA1/clCry4,162,207.59961315280464,202.0,206.0,214.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),162,200.32139577594123,193.0,200.0,206.0
7,940,670,56,38,0.1004,clIscA1/clCry4,162,198.7908163265306,192.0,199.0,204.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),162,190.67088607594937,182.0,192.0,198.0
8,552,760,54,36,0.0901,clIscA1/clCry4(LB +FAC),162,190.1921787709497,182.0,190.0,199.0
8,690,758,48,33,0.0902,clIscA1/clCry4,162,178.68145161290323,170.0,180.0,184.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),162,183.9851551956815,174.0,183.0,192.0
8,918,763,50,32,0.0903,clIscA1/clCry4,162,182.0952380952381,175.0,182.0,187.0
1,390,93,64,41,0.0901,clIscA1/clCry4,171,178.92696629213484,172.0,180.0,182.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),171,175.97042513863215,171.0,175.0,181.0
1,657,86,51,36,0.1501,clIscA1/clCry4,171,157.4226327944573,152.0,158.0,161.0
1,795,85,50,36,0.1702,clIscA1/clCry4(LB +FAC),171,160.42009685230025,154.0,161.0,165.0
1,910,88,53,37,0.1502,clIscA1/clCry4,171,162.91532690246515,159.0,163.0,167.0
1,1037,85,51,34,0.0001,clIscA1,171,169.77615571776155,163.0,171.0,174.0
2,376,188,63,41,0.0701,clIscA1/clCry4,171,189.03372549019608,183.0,190.0,192.0
2,518,188,62,41,0.1501,clIscA1/clCry4(LB +FAC),171,196.44163265306122,190.0,195.0,203.0
2,640,187,59,40,0.1301,clIscA1/clCry4,171,177.57348963029756,172.0,178.0,182.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),171,192.90927218344964,189.0,193.0,197.0
2,939,177,55,36,0.1302,clIscA1/clCry4,171,175.10466321243524,169.0,174.0,182.0
2,1048,183,54,35,0.0002,clIscA1,171,172.4732824427481,165.0,173.0,178.0
3,380,289,65,42,0.0801,clIscA1/clCry4,171,189.91698991466254,183.0,191.0,195.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),171,205.69587194608255,198.0,206.0,212.0
3,652,295,60,42,0.1303,clIscA1/clCry4,171,185.12016129032259,181.0,184.0,190.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),171,202.7179245283019,196.0,203.0,208.0
3,922,274,58,39,0.1304,clIscA1/clCry4,171,188.82958801498128,182.0,189.0,192.0
4,381,384,68,46,0.0702,clIscA1/clCry4,171,186.23901098901098,180.0,186.0,192.0
4,512,381,62,40,0.1301,clIscA1/clCry4(LB +FAC),171,182.07462686567163,175.0,182.0,188.0
4,656,381,61,40,0.1201,clIscA1/clCry4,171,202.1455319148936,193.0,203.0,208.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),171,202.17781851512373,194.0,202.0,210.0
4,932,379,60,40,0.1202,clIscA1/clCry4,171,189.12543252595157,184.0,190.0,192.0
5,386,487,67,44,0.0701,clIscA1/clCry4(LB +FAC),171,189.86409155937054,181.0,190.0,196.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),171,196.2406456346295,191.0,195.0,202.0
5,656,472,63,42,0.1101,clIscA1/clCry4,171,200.48032786885247,192.0,202.0,205.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),171,192.21955555555556,185.0,192.0,197.0
5,942,473,59,38,0.1102,clIscA1/clCry4,171,182.0301602262017,176.0,182.0,186.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),171,193.22480058013053,186.0,192.0,201.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),171,195.20257966616086,187.0,194.0,203.0
6,655,572,61,39,0.1001,clIscA1/clCry4,171,188.26570458404075,181.0,188.0,193.0
6,788,574,60,41,0.1102,clIscA1/clCry4(LB +FAC),171,190.35503472222223,184.0,191.0,194.0
6,939,571,59,38,0.1002,clIscA1/clCry4,171,179.14325068870522,173.0,180.0,183.0
7,394,675,67,44,0.0702,clIscA1/clCry4(LB +FAC),171,192.84444444444443,184.0,192.0,200.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),171,199.58672199170124,190.0,200.0,208.0
7,658,664,58,38,0.1003,clIscA1/clCry4,171,204.96270853778213,198.0,204.0,211.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),171,197.2335164835165,190.0,197.0,203.0
7,940,670,55,38,0.1004,clIscA1/clCry4,171,195.88187372708757,189.0,195.0,202.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),171,188.4210909090909,180.0,188.0,196.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),171,187.06427015250546,179.0,186.0,194.0
8,690,758,48,33,0.0902,clIscA1/clCry4,171,175.6864064602961,167.0,176.0,182.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),171,180.6878453038674,172.0,181.0,188.0
8,917,763,51,32,0.0903,clIscA1/clCry4,171,181.00248756218906,174.0,182.0,185.0
1,390,93,64,42,0.0901,clIscA1/clCry4,18,187.86895475819034,180.0,187.0,194.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),18,177.5666973321067,173.0,177.0,180.0
1,657,86,51,36,0.1501,clIscA1/clCry4,18,162.26550598476604,157.0,162.0,167.0
1,794,85,50,36,0.1702,clIscA1/clCry4(LB +FAC),18,162.32748538011697,155.0,162.0,167.0
1,910,88,53,37,0.1502,clIscA1/clCry4,18,167.3677811550152,162.0,168.0,170.0
1,1037,85,51,34,0.0001,clIscA1,18,181.41267942583733,176.0,181.0,186.0
2,375,188,65,41,0.0701,clIscA1/clCry4,18,200.39233278955953,194.0,202.0,204.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),18,197.1818181818182,190.0,196.0,203.0
2,640,187,60,40,0.1301,clIscA1/clCry4,18,191.2445008460237,186.0,191.0,194.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),18,194.48565776458952,191.0,194.0,198.0
2,939,176,55,37,0.1302,clIscA1/clCry4,18,186.65290178571428,180.0,187.0,193.0
2,1047,183,55,35,0.0002,clIscA1,18,181.8598233995585,177.0,182.0,187.0
3,380,289,66,42,0.0801,clIscA1/clCry4,18,199.45114503816794,193.0,200.0,204.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),18,205.52748154224776,199.0,205.0,211.0
3,652,295,60,43,0.1303,clIscA1/clCry4,18,192.5513468013468,187.0,193.0,196.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),18,202.46511627906978,195.0,203.0,207.0
3,922,274,58,39,0.1304,clIscA1/clCry4,18,194.12968299711815,188.0,194.0,199.0
4,380,384,69,46,0.0702,clIscA1/clCry4,18,198.43683510638297,191.0,199.0,204.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),18,204.336,197.0,203.0,210.0
4,656,381,61,40,0.1201,clIscA1/clCry4,18,206.89523809523808,200.0,205.0,213.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),18,201.4597806215722,194.0,202.0,207.0
4,932,379,60,40,0.1202,clIscA1/clCry4,18,192.91884816753927,188.0,194.0,196.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),18,196.28994082840237,187.0,196.0,203.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),18,202.45545314900153,196.0,202.0,209.0
5,656,472,63,42,0.1101,clIscA1/clCry4,18,209.30355665839537,202.0,211.0,214.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),18,199.47951176983435,194.0,200.0,204.0
5,942,472,59,39,0.1102,clIscA1/clCry4,18,190.04891815616182,184.0,190.0,195.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),18,201.9837508463101,194.0,202.0,208.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),18,201.5373475609756,194.0,202.0,208.0
6,655,572,61,40,0.1001,clIscA1/clCry4,18,202.0990685859441,194.0,202.0,208.0
6,789,574,60,41,0.1102,clIscA1/clCry4(LB +FAC),18,195.9171597633136,192.0,195.0,200.0
6,939,571,59,38,0.1002,clIscA1/clCry4,18,191.84132841328415,186.0,192.0,196.0
7,394,675,68,44,0.0702,clIscA1/clCry4(LB +FAC),18,200.4525650035137,193.0,201.0,206.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),18,202.61480865224627,193.0,202.0,211.0
7,659,664,57,38,0.1003,clIscA1/clCry4,18,201.3635486981678,194.0,201.0,207.0
7,794,667,58,38,0.1002,clIscA1/clCry4(LB +FAC),18,199.7984718242598,193.0,200.0,205.0
7,940,670,55,38,0.1004,clIscA1/clCry4,18,193.43174924165825,186.0,194.0,199.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),18,196.54492753623188,186.0,196.0,203.0
8,552,761,54,34,0.0901,clIscA1/clCry4(LB +FAC),18,189.0491620111732,182.0,188.0,196.0
8,690,757,48,34,0.0902,clIscA1/clCry4,18,184.71292517006802,178.0,185.0,190.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),18,184.5298913043478,177.0,185.0,190.0
8,917,763,52,32,0.0903,clIscA1/clCry4,18,188.9777503090235,184.0,189.0,194.0
1,390,94,64,41,0.0901,clIscA1/clCry4,180,182.20673952641167,177.0,182.0,189.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),180,183.7820646506778,179.0,184.0,189.0
1,657,86,51,36,0.1501,clIscA1/clCry4,180,164.82146768893756,159.0,166.0,168.0
1,795,85,50,35,0.1702,clIscA1/clCry4(LB +FAC),180,167.82271147161066,161.0,168.0,172.0
1,910,88,53,37,0.1502,clIscA1/clCry4,180,167.67001003009028,163.0,167.0,171.0
1,1037,85,51,34,0.0001,clIscA1,180,172.2429906542056,167.0,171.0,178.0
2,376,188,63,41,0.0701,clIscA1/clCry4,180,192.92731629392972,189.0,192.0,197.0
2,518,188,62,41,0.1501,clIscA1/clCry4(LB +FAC),180,205.18233387358185,200.0,204.0,211.0
2,640,187,59,40,0.1301,clIscA1/clCry4,180,184.4438202247191,179.0,184.0,188.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),180,200.91367604267703,196.0,201.0,204.0
2,939,176,55,37,0.1302,clIscA1/clCry4,180,181.44170403587444,176.0,181.0,189.0
2,1048,183,54,34,0.0002,clIscA1,180,173.0309050772627,166.0,172.0,180.0
3,381,289,65,42,0.0801,clIscA1/clCry4,180,194.7246376811594,189.0,195.0,201.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),180,214.84003215434083,207.0,214.0,221.0
3,652,295,60,43,0.1303,clIscA1/clCry4,180,191.3675,186.0,190.0,197.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),180,209.42165242165242,202.0,210.0,214.0
3,922,274,58,39,0.1304,clIscA1/clCry4,180,193.86156824782188,188.0,193.0,200.0
4,381,384,68,46,0.0702,clIscA1/clCry4,180,190.7867298578199,183.0,190.0,197.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),180,188.1566469093988,181.0,189.0,194.0
4,656,381,61,40,0.1201,clIscA1/clCry4,180,208.44262295081967,200.0,208.0,215.0
4,795,375,60,39,0.1302,clIscA1/clCry4(LB +FAC),180,209.27305605786617,202.0,210.0,215.0
4,932,379,60,40,0.1202,clIscA1/clCry4,180,194.90239726027397,189.0,194.0,200.0
5,386,487,67,44,0.0701,clIscA1/clCry4(LB +FAC),180,194.22601279317698,185.0,194.0,201.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),180,203.97215951843492,198.0,203.0,210.0
5,656,472,63,42,0.1101,clIscA1/clCry4,180,207.29747351263245,200.0,208.0,213.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),180,199.87884108867428,192.0,201.0,204.0
5,942,472,59,39,0.1102,clIscA1/clCry4,180,187.6850984067479,181.0,188.0,192.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),180,198.4144827586207,190.0,200.0,203.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),180,203.33208676140615,194.0,202.0,211.0
6,655,572,61,39,0.1001,clIscA1/clCry4,180,194.58432708688244,188.0,194.0,201.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),180,198.0728196443692,190.0,200.0,202.0
6,939,571,59,38,0.1002,clIscA1/clCry4,180,184.47325475974614,179.0,184.0,189.0
7,394,675,67,44,0.0702,clIscA1/clCry4(LB +FAC),180,198.54301833568405,191.0,199.0,204.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),180,205.52609427609428,196.0,204.0,213.0
7,658,664,58,38,0.1003,clIscA1/clCry4,180,213.20197044334975,206.0,213.0,218.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),180,205.8576709796673,199.0,205.0,212.0
7,940,670,56,38,0.1004,clIscA1/clCry4,180,202.51072522982636,195.0,203.0,208.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),180,194.74410029498526,185.0,194.0,202.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),180,194.93605292171995,188.0,193.0,202.0
8,690,757,48,34,0.0902,clIscA1/clCry4,180,181.70534550195566,173.0,181.0,188.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),180,189.80806675938803,181.0,190.0,197.0
8,918,763,51,32,0.0903,clIscA1/clCry4,180,184.66872682323856,178.0,185.0,190.0
1,390,94,63,40,0.0901,clIscA1/clCry4,189,180.8408195429472,174.0,180.0,186.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),189,179.82792527040314,176.0,179.0,184.0
1,657,86,51,36,0.1501,clIscA1/clCry4,189,158.87399770904926,153.0,159.0,164.0
1,794,85,50,36,0.1702,clIscA1/clCry4(LB +FAC),189,163.60022909507447,157.0,164.0,168.0
1,910,88,53,37,0.1502,clIscA1/clCry4,189,167.8155737704918,163.0,167.0,172.0
1,1037,85,51,34,0.0001,clIscA1,189,171.39950678175092,166.0,171.0,176.0
2,376,188,63,41,0.0701,clIscA1/clCry4,189,191.8488,187.0,191.0,196.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),189,201.34491315136475,194.0,201.0,207.0
2,640,187,59,40,0.1301,clIscA1/clCry4,189,181.44058976582826,177.0,181.0,186.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),189,197.95742574257426,191.0,200.0,202.0
2,939,177,55,36,0.1302,clIscA1/clCry4,189,178.20084566596194,170.0,179.0,183.0
2,1048,183,54,34,0.0002,clIscA1,189,174.1273122959739,167.0,174.0,179.0
3,380,289,66,42,0.0801,clIscA1/clCry4,189,192.5613322502031,185.0,193.0,199.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),189,210.8253311258278,204.0,211.0,216.0
3,652,295,60,43,0.1303,clIscA1/clCry4,189,189.36510500807753,183.0,190.0,193.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),189,207.47671232876712,200.0,207.0,213.0
3,922,274,58,39,0.1304,clIscA1/clCry4,189,192.0612629594722,188.0,191.0,196.0
4,381,384,68,46,0.0702,clIscA1/clCry4,189,189.48070412999323,181.0,190.0,194.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),189,184.1558752997602,177.0,183.0,190.0
4,656,381,61,40,0.1201,clIscA1/clCry4,189,205.55696202531647,199.0,204.0,212.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),189,206.20239190432383,198.0,206.0,212.0
4,932,379,60,40,0.1202,clIscA1/clCry4,189,193.10604732690624,189.0,192.0,198.0
5,386,487,67,44,0.0701,clIscA1/clCry4(LB +FAC),189,193.06715328467152,183.0,192.0,201.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),189,199.67092411720512,192.0,200.0,206.0
5,656,472,63,42,0.1101,clIscA1/clCry4,189,204.2692626346313,197.0,203.0,211.0
5,802,470,60,39,0.1202,clIscA1/clCry4(LB +FAC),189,195.83007117437722,189.0,196.0,201.0
5,942,472,59,39,0.1102,clIscA1/clCry4,189,184.97375820056232,179.0,185.0,191.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),189,198.87110187110187,190.0,200.0,204.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),189,200.69909502262445,192.0,201.0,208.0
6,655,572,61,39,0.1001,clIscA1/clCry4,189,191.54874892148405,184.0,191.0,197.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),189,193.12382578992313,189.0,192.0,198.0
6,939,571,59,38,0.1002,clIscA1/clCry4,189,181.1128880526811,178.0,181.0,185.0
7,394,675,68,44,0.0702,clIscA1/clCry4(LB +FAC),189,197.70672389127324,190.0,198.0,204.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),189,204.94038623005878,193.0,204.0,213.0
7,658,664,58,38,0.1003,clIscA1/clCry4,189,209.83429672447014,201.0,211.0,216.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),189,200.9008341056534,193.0,201.0,207.0
7,940,670,55,38,0.1004,clIscA1/clCry4,189,200.15280665280665,192.0,201.0,205.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),189,193.2429296591733,183.0,192.0,201.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),189,193.41450216450215,184.0,192.0,202.0
8,690,758,48,33,0.0902,clIscA1/clCry4,189,178.82470119521912,170.0,179.0,186.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),189,185.23066485753054,176.0,185.0,192.0
8,917,763,51,32,0.0903,clIscA1/clCry4,189,183.44289340101523,178.0,183.0,189.0
1,390,93,64,41,0.0901,clIscA1/clCry4,198,177.42604501607718,169.0,178.0,182.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),198,180.44871794871796,177.0,180.0,184.0
1,657,87,51,35,0.1501,clIscA1/clCry4,198,159.75973303670744,155.0,159.0,165.0
1,794,85,51,36,0.1702,clIscA1/clCry4(LB +FAC),198,163.5444579780755,157.0,165.0,168.0
1,910,88,53,37,0.1502,clIscA1/clCry4,198,163.4527252502781,158.0,164.0,167.0
1,1037,85,51,34,0.0001,clIscA1,198,167.74166666666667,161.0,167.0,172.0
2,375,188,64,41,0.0701,clIscA1/clCry4,198,188.38318512530316,182.0,190.0,192.0
2,518,188,61,41,0.1501,clIscA1/clCry4(LB +FAC),198,200.75599669148056,192.0,201.0,206.0
2,640,187,59,40,0.1301,clIscA1/clCry4,198,177.23731728288908,171.0,178.0,180.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),198,197.58829174664106,190.0,199.0,201.0
2,939,177,55,36,0.1302,clIscA1/clCry4,198,176.87835051546392,168.0,178.0,181.0
2,1048,183,54,34,0.0002,clIscA1,198,167.76674107142858,159.0,167.0,174.0
3,380,289,65,42,0.0801,clIscA1/clCry4,198,189.7148468185389,182.0,190.0,195.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),198,210.9098228663446,203.0,211.0,216.0
3,652,295,60,43,0.1303,clIscA1/clCry4,198,186.5857142857143,180.0,187.0,191.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),198,204.32382704691813,199.0,203.0,210.0
3,922,274,58,39,0.1304,clIscA1/clCry4,198,189.15613026819923,182.0,190.0,193.0
4,381,384,68,46,0.0702,clIscA1/clCry4,198,185.79296615792967,179.0,187.0,190.0
4,512,381,62,41,0.1301,clIscA1/clCry4(LB +FAC),198,182.43421052631578,175.0,181.0,189.0
4,656,381,61,40,0.1201,clIscA1/clCry4,198,203.407917383821,196.0,202.0,211.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),198,204.58760107816713,196.0,204.0,211.0
4,932,379,60,40,0.1202,clIscA1/clCry4,198,190.87648054145515,186.0,190.0,195.0
5,386,487,67,44,0.0701,clIscA1/clCry4(LB +FAC),198,189.509977827051,180.0,190.0,197.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),198,199.19906323185012,192.0,200.0,204.0
5,656,472,63,42,0.1101,clIscA1/clCry4,198,201.8,193.0,202.0,207.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),198,194.37235915492957,189.0,194.0,200.0
5,942,472,59,39,0.1102,clIscA1/clCry4,198,183.32350230414747,178.0,182.0,188.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),198,192.75774647887323,186.0,191.0,200.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),198,197.83856502242153,190.0,198.0,204.0
6,655,572,61,39,0.1001,clIscA1/clCry4,198,188.91184096802075,180.0,189.0,195.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),198,192.71292281006072,188.0,192.0,198.0
6,939,571,59,38,0.1002,clIscA1/clCry4,198,180.57051282051282,175.0,180.0,185.0
7,394,675,67,43,0.0702,clIscA1/clCry4(LB +FAC),198,192.37714712471995,185.0,192.0,198.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),198,201.45622895622895,191.0,201.0,210.0
7,658,664,58,38,0.1003,clIscA1/clCry4,198,209.4729064039409,201.0,211.0,216.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),198,201.54262144821266,194.0,201.0,207.0
7,940,670,56,38,0.1004,clIscA1/clCry4,198,200.6961382113821,193.0,201.0,206.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),198,188.75720789074356,179.0,190.0,198.0
8,552,760,54,36,0.0901,clIscA1/clCry4(LB +FAC),198,192.05901639344262,184.0,191.0,200.0
8,690,758,48,33,0.0902,clIscA1/clCry4,198,177.27879581151834,168.0,178.0,183.0
8,793,757,47,32,0.0902,clIscA1/clCry4(LB +FAC),198,185.1267029972752,177.0,185.0,191.0
8,917,763,52,32,0.0903,clIscA1/clCry4,198,182.17472118959108,175.0,181.0,189.0
1,390,93,64,41,0.0901,clIscA1/clCry4,207,176.62307067424857,169.0,178.0,180.0
1,512,90,56,40,0.1701,clIscA1/clCry4(LB +FAC),207,177.4037558685446,171.0,179.0,180.0
1,657,86,51,36,0.1501,clIscA1/clCry4,207,155.71121177802945,149.0,156.0,160.0
1,794,85,50,36,0.1702,clIscA1/clCry4(LB +FAC),207,159.57331730769232,154.0,159.0,164.0
1,909,88,54,37,0.1502,clIscA1/clCry4,207,163.38,158.0,164.0,167.0
1,1037,85,51,34,0.0001,clIscA1,207,164.08526187576126,158.0,165.0,168.0
2,376,188,63,41,0.0701,clIscA1/clCry4,207,187.06601466992666,180.0,188.0,191.0
2,518,188,62,41,0.1501,clIscA1/clCry4(LB +FAC),207,198.55223880597015,191.0,199.0,204.0
2,640,187,59,40,0.1301,clIscA1/clCry4,207,177.10299295774647,171.0,178.0,180.0
2,796,180,56,38,0.1502,clIscA1/clCry4(LB +FAC),207,192.21209117938554,189.0,192.0,197.0
2,939,176,55,37,0.1302,clIscA1/clCry4,207,170.58760683760684,164.0,169.0,178.0
2,1048,183,54,34,0.0002,clIscA1,207,167.79501084598698,160.0,167.0,174.0
3,380,289,66,42,0.0801,clIscA1/clCry4,207,188.38538461538462,180.0,190.0,194.0
3,512,287,62,41,0.1401,clIscA1/clCry4(LB +FAC),207,206.75966386554623,200.0,207.0,213.0
3,652,295,60,42,0.1303,clIscA1/clCry4,207,184.30157415078708,178.0,184.0,190.0
3,792,279,58,39,0.1402,clIscA1/clCry4(LB +FAC),207,203.14845173041894,197.0,202.0,208.0
3,922,274,58,39,0.1304,clIscA1/clCry4,207,186.677734375,180.0,188.0,191.0
4,381,384,68,46,0.0702,clIscA1/clCry4,207,184.20265548567434,177.0,185.0,190.0
4,512,381,62,40,0.1301,clIscA1/clCry4(LB +FAC),207,177.69096934548466,170.0,178.0,183.0
4,656,381,61,40,0.1201,clIscA1/clCry4,207,200.76425531914893,192.0,201.0,207.0
4,795,375,59,39,0.1302,clIscA1/clCry4(LB +FAC),207,201.62578334825426,193.0,201.0,208.0
4,932,379,60,40,0.1202,clIscA1/clCry4,207,188.71291448516578,183.0,190.0,191.0
5,385,487,68,44,0.0701,clIscA1/clCry4(LB +FAC),207,189.35453895639742,180.0,190.0,196.0
5,511,483,66,43,0.1201,clIscA1/clCry4(LB +FAC),207,194.44319880418536,189.0,193.0,200.0
5,656,472,63,42,0.1101,clIscA1/clCry4,207,198.45110928512736,190.0,200.0,203.0
5,802,469,60,40,0.1202,clIscA1/clCry4(LB +FAC),207,192.08253692441355,188.0,191.0,197.0
5,942,472,59,39,0.1102,clIscA1/clCry4,207,180.86118721461187,177.0,180.0,185.0
6,381,575,69,44,0.0601,clIscA1/clCry4(LB +FAC),207,192.8942372881356,186.0,191.0,199.0
6,514,579,64,43,0.1101,clIscA1/clCry4(LB +FAC),207,195.2503748125937,189.0,194.0,201.0
6,655,572,61,39,0.1001,clIscA1/clCry4,207,186.11024978466838,179.0,186.0,192.0
6,789,574,59,41,0.1102,clIscA1/clCry4(LB +FAC),207,189.50786713286712,183.0,190.0,194.0
6,939,571,59,38,0.1002,clIscA1/clCry4,207,177.39829706717123,171.0,178.0,181.0
7,394,675,68,43,0.0702,clIscA1/clCry4(LB +FAC),207,191.8138030194105,183.0,191.0,199.0
7,538,669,62,40,0.1001,clIscA1/clCry4(LB +FAC),207,200.08071367884452,190.0,200.0,211.0
7,658,664,58,38,0.1003,clIscA1/clCry4,207,205.47740667976424,199.0,204.0,212.0
7,793,667,59,38,0.1002,clIscA1/clCry4(LB +FAC),207,196.44729605866178,189.0,197.0,201.0
7,940,670,55,38,0.1004,clIscA1/clCry4,207,198.0386571719227,190.0,198.0,203.0
8,418,767,67,42,0.0602,clIscA1/clCry4(LB +FAC),207,187.6573734409391,178.0,189.0,195.0
8,552,760,54,35,0.0901,clIscA1/clCry4(LB +FAC),207,190.37825594563986,180.0,190.0,199.0
8,690,758,48,33,0.0902,clIscA1/clCry4,207,174.95141700404858,166.0,177.0,180.0
